Sr.No.,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
6543,42,entrepreneur,married,secondary,no,215,yes,yes,cellular,21,nov,158,1,no
6544,29,management,married,tertiary,no,8089,yes,no,unknown,28,may,314,2,no
6545,36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,yes
6546,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,no
6547,48,admin.,single,secondary,no,0,no,yes,telephone,21,nov,47,2,no
6548,40,services,married,primary,no,170,yes,yes,cellular,8,may,361,3,no
6549,50,management,married,tertiary,no,719,no,yes,cellular,20,nov,117,6,no
6550,41,management,single,tertiary,no,3013,yes,no,cellular,17,nov,150,1,no
6551,53,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,7,apr,210,1,no
6552,31,blue-collar,married,secondary,no,864,yes,yes,cellular,13,may,127,1,no
6553,33,management,single,tertiary,no,224,no,no,cellular,23,sep,409,2,yes
6554,58,blue-collar,married,primary,no,0,yes,no,unknown,29,may,535,2,no
6555,33,services,married,secondary,no,0,no,yes,cellular,8,jul,285,1,no
6556,45,blue-collar,married,secondary,no,726,yes,no,cellular,31,jul,175,6,no
6557,23,admin.,single,secondary,no,290,yes,no,unknown,12,may,163,4,no
6558,30,student,single,secondary,no,2046,no,no,telephone,10,aug,133,1,no
6559,28,blue-collar,married,secondary,no,339,yes,no,unknown,26,may,100,2,no
6560,47,technician,married,tertiary,yes,-813,yes,yes,cellular,21,nov,85,2,no
6561,48,services,married,secondary,no,2877,yes,no,cellular,18,nov,77,1,no
6562,55,technician,married,primary,no,202,no,yes,unknown,19,jun,60,1,no
6563,38,blue-collar,married,secondary,no,452,yes,no,cellular,9,feb,69,4,no
6564,54,admin.,married,unknown,no,3965,yes,no,unknown,15,may,138,2,no
6565,29,services,single,tertiary,no,1788,no,no,cellular,4,feb,303,1,no
6566,60,admin.,married,secondary,no,106,no,no,cellular,24,feb,137,1,yes
6567,52,management,married,tertiary,no,1158,no,no,cellular,27,aug,57,4,no
6568,37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,no
6569,50,housemaid,married,secondary,no,7317,yes,no,cellular,13,may,172,1,no
6570,57,retired,married,secondary,no,663,no,no,cellular,14,aug,107,2,no
6571,26,unemployed,single,tertiary,no,814,no,no,cellular,28,jan,1387,1,yes
6572,53,self-employed,married,secondary,no,468,yes,no,unknown,8,may,89,5,no
6573,37,management,married,tertiary,no,6771,no,no,cellular,7,sep,337,1,yes
6574,32,management,single,tertiary,no,1613,no,no,cellular,30,mar,253,2,no
6575,28,self-employed,married,tertiary,no,232,yes,yes,cellular,20,apr,219,1,no
6576,30,services,single,secondary,no,-100,yes,yes,cellular,15,may,292,1,no
6577,37,management,single,tertiary,no,7612,no,no,cellular,24,jul,1206,4,no
6578,36,student,married,tertiary,no,408,no,no,unknown,20,jun,112,3,no
6579,38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,no
6580,51,blue-collar,married,unknown,no,1432,no,no,cellular,9,jul,388,1,no
6581,27,management,married,tertiary,no,9630,yes,no,cellular,25,jul,190,4,no
6582,39,management,married,primary,no,197,yes,no,cellular,15,may,193,1,no
6583,26,services,married,secondary,no,104,no,no,unknown,14,may,7,1,no
6584,31,services,married,secondary,no,0,yes,no,cellular,8,may,274,2,no
6585,50,services,married,secondary,no,2362,yes,yes,cellular,23,jul,59,4,no
6586,60,blue-collar,married,secondary,no,2620,yes,no,unknown,30,may,523,1,no
6587,54,self-employed,divorced,secondary,no,1016,yes,no,cellular,21,nov,643,3,no
6588,30,technician,single,secondary,no,958,no,no,cellular,8,aug,112,2,no
6589,31,admin.,single,secondary,no,0,no,no,unknown,19,may,179,1,no
6590,37,management,single,secondary,no,34,yes,no,unknown,29,may,285,1,no
6591,27,management,married,tertiary,no,33,yes,no,cellular,18,jul,337,1,no
6592,40,admin.,married,primary,no,189,yes,no,unknown,27,may,160,2,no
6593,27,blue-collar,single,secondary,no,484,yes,no,cellular,15,apr,309,2,no
6594,65,retired,married,primary,no,2173,no,no,cellular,14,apr,72,1,no
6595,44,housemaid,married,primary,no,41,no,no,cellular,22,aug,299,1,no
6596,31,unemployed,married,primary,no,213,yes,no,unknown,9,may,479,2,no
6597,49,admin.,married,secondary,no,1632,no,no,unknown,6,jun,47,1,no
6598,40,technician,married,tertiary,no,180,yes,yes,cellular,21,nov,48,4,no
6599,34,unemployed,single,secondary,no,9,yes,no,unknown,14,may,153,2,no
6600,38,technician,married,secondary,no,635,no,no,unknown,5,jun,31,5,no
6601,55,admin.,married,secondary,no,9039,yes,no,unknown,15,may,187,6,no
6602,37,blue-collar,married,secondary,no,0,no,yes,unknown,5,jun,1302,13,no
6603,53,blue-collar,married,unknown,no,593,no,no,telephone,6,feb,137,1,no
6604,41,housemaid,divorced,secondary,no,637,yes,yes,unknown,11,jun,678,4,no
6605,23,services,single,secondary,no,567,yes,yes,cellular,15,may,358,1,no
6606,45,management,married,tertiary,no,3857,yes,no,cellular,2,feb,195,1,no
6607,19,student,single,secondary,no,527,no,no,cellular,4,sep,154,3,no
6608,31,blue-collar,single,secondary,no,4978,yes,no,cellular,12,may,313,1,no
6609,59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471,2,no
6610,48,blue-collar,married,primary,no,323,no,no,cellular,28,aug,158,10,no
6611,30,management,married,tertiary,no,294,no,no,cellular,20,aug,605,4,no
6612,41,unemployed,married,primary,no,819,no,no,cellular,9,feb,244,3,no
6613,37,blue-collar,married,secondary,no,2870,yes,no,unknown,6,jun,94,2,no
6614,35,technician,divorced,tertiary,no,0,yes,no,unknown,15,may,759,1,no
6615,42,blue-collar,married,primary,no,969,yes,no,cellular,13,may,721,1,no
6616,27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,yes
6617,31,blue-collar,married,secondary,no,1361,yes,no,unknown,20,jun,176,4,no
6618,31,management,single,tertiary,no,816,yes,no,cellular,16,apr,339,1,no
6619,34,technician,married,tertiary,no,0,yes,no,unknown,20,may,185,12,no
6620,30,technician,married,secondary,no,274,yes,yes,cellular,11,aug,97,2,no
6621,29,technician,married,unknown,no,2,no,no,cellular,15,jul,65,3,no
6622,49,technician,divorced,secondary,no,5,no,no,cellular,19,aug,131,2,no
6623,37,technician,single,tertiary,no,1894,yes,no,cellular,12,may,1925,1,no
6624,48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,yes
6625,34,technician,single,tertiary,no,2195,no,no,telephone,13,aug,490,3,no
6626,21,student,single,secondary,no,557,no,no,cellular,31,aug,197,2,no
6627,42,entrepreneur,married,primary,no,558,yes,no,cellular,6,may,186,2,no
6628,35,housemaid,married,tertiary,no,3831,no,no,cellular,20,nov,59,2,no
6629,31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,no
6630,34,technician,married,tertiary,no,4,yes,no,telephone,24,jul,70,1,no
6631,45,management,married,primary,no,0,no,yes,unknown,12,jun,54,1,no
6632,33,blue-collar,married,secondary,no,1219,yes,no,cellular,18,may,51,3,no
6633,33,blue-collar,married,secondary,no,355,yes,no,unknown,4,jun,87,3,no
6634,30,self-employed,single,secondary,no,4011,yes,no,unknown,20,may,62,1,no
6635,33,technician,married,tertiary,no,17455,yes,yes,cellular,18,nov,168,3,no
6636,60,technician,married,secondary,no,0,no,no,cellular,19,aug,83,2,no
6637,39,management,married,tertiary,no,-233,yes,no,cellular,19,nov,249,1,no
6638,41,blue-collar,married,secondary,no,2152,yes,no,cellular,17,nov,369,1,no
6639,50,management,married,tertiary,no,-151,yes,no,cellular,18,nov,63,2,no
6640,34,technician,single,secondary,no,95,no,no,cellular,22,aug,119,8,no
6641,39,blue-collar,married,primary,no,521,no,yes,cellular,10,jul,149,1,no
6642,34,blue-collar,married,secondary,no,261,yes,no,unknown,28,may,611,3,no
6643,40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,941,3,yes
6644,59,retired,married,secondary,no,1521,yes,yes,unknown,14,may,1125,2,yes
6645,48,admin.,single,secondary,no,0,yes,yes,cellular,8,jul,72,1,no
6646,46,management,married,secondary,no,1114,no,no,cellular,31,jul,87,8,no
6647,32,management,single,tertiary,no,151,no,no,unknown,23,may,111,2,no
6648,54,management,married,tertiary,no,0,no,no,cellular,19,nov,214,3,no
6649,36,blue-collar,single,primary,no,4519,yes,no,unknown,23,may,117,2,no
6650,38,admin.,married,secondary,no,384,no,no,cellular,3,feb,387,1,no
6651,35,technician,single,tertiary,no,1104,yes,yes,unknown,2,jun,95,1,no
6652,51,blue-collar,married,primary,no,91,no,yes,unknown,19,jun,368,2,no
6653,44,admin.,single,secondary,no,985,yes,yes,cellular,11,may,9,7,no
6654,49,technician,married,secondary,no,3144,no,no,cellular,31,jul,349,2,no
6655,52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,yes
6656,53,management,married,tertiary,no,-1112,yes,no,cellular,13,may,53,3,no
6657,55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,yes
6658,45,blue-collar,married,secondary,no,521,yes,no,unknown,17,jun,259,3,no
6659,29,self-employed,single,tertiary,no,-114,yes,no,unknown,13,may,174,1,no
6660,25,services,single,secondary,no,3217,yes,no,unknown,28,may,24,1,no
6661,33,technician,single,tertiary,no,196,yes,no,cellular,12,may,183,5,no
6662,60,retired,married,tertiary,no,3461,no,no,cellular,26,may,94,2,no
6663,35,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,1314,2,yes
6664,50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,no
6665,31,services,single,secondary,no,2252,no,no,cellular,22,may,394,1,no
6666,36,blue-collar,married,secondary,no,0,yes,yes,cellular,20,apr,240,1,no
6667,38,management,married,tertiary,no,1988,yes,no,cellular,4,jun,422,1,no
6668,40,services,married,secondary,no,181,yes,no,unknown,16,may,370,1,no
6669,31,admin.,married,secondary,no,297,yes,no,cellular,16,apr,357,2,no
6670,58,retired,married,primary,no,1761,no,no,unknown,12,jun,773,4,no
6671,43,blue-collar,married,primary,no,289,yes,no,cellular,6,may,284,3,no
6672,59,blue-collar,divorced,unknown,no,454,yes,no,cellular,10,jul,293,1,no
6673,52,services,divorced,secondary,no,2455,no,no,telephone,21,nov,76,1,no
6674,48,blue-collar,married,primary,no,0,no,no,unknown,17,jun,104,2,no
6675,36,unemployed,married,primary,no,0,no,no,unknown,12,jun,107,1,no
6676,30,management,married,tertiary,no,350,no,no,cellular,29,jan,328,2,no
6677,37,blue-collar,single,unknown,no,3044,yes,no,unknown,20,may,152,1,no
6678,41,unemployed,married,primary,no,2636,no,no,unknown,19,jun,318,1,no
6679,37,management,married,tertiary,no,0,yes,no,cellular,17,apr,236,3,no
6680,48,blue-collar,married,unknown,no,2499,no,no,cellular,28,aug,429,3,no
6681,27,admin.,single,secondary,no,295,yes,no,unknown,3,jun,148,13,no
6682,58,retired,single,secondary,no,282,no,yes,cellular,7,jul,78,1,no
6683,54,retired,married,secondary,no,3538,no,no,cellular,27,may,820,1,yes
6684,48,management,divorced,tertiary,no,503,no,yes,unknown,12,jun,1243,7,yes
6685,32,management,single,tertiary,no,3199,no,no,cellular,12,aug,58,3,no
6686,32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107,4,no
6687,52,self-employed,married,primary,no,314,yes,no,cellular,4,feb,131,2,no
6688,44,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219,1,no
6689,47,management,single,secondary,no,-246,yes,no,cellular,5,may,145,1,no
6690,30,technician,single,tertiary,no,2325,no,no,cellular,10,nov,134,1,no
6691,54,management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,no
6692,47,unemployed,married,secondary,no,312,no,no,cellular,29,jul,884,1,yes
6693,28,blue-collar,married,primary,no,182,yes,no,unknown,19,jun,153,1,no
6694,32,blue-collar,married,secondary,no,-64,yes,no,cellular,13,may,641,1,no
6695,37,technician,married,secondary,no,1109,yes,no,cellular,12,may,62,1,no
6696,38,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,71,1,no
6697,29,technician,single,secondary,no,500,yes,no,cellular,14,may,273,3,no
6698,32,technician,married,secondary,no,0,no,no,cellular,19,aug,87,1,no
6699,32,services,married,secondary,no,1844,yes,yes,cellular,3,feb,158,4,no
6700,42,admin.,married,secondary,no,-728,yes,no,cellular,10,jul,305,1,no
6701,45,blue-collar,divorced,primary,no,2702,no,no,cellular,18,nov,110,1,no
6702,45,blue-collar,married,primary,no,446,yes,no,unknown,28,may,51,1,no
6703,47,admin.,married,secondary,no,769,yes,no,cellular,5,may,183,1,no
6704,35,technician,single,tertiary,no,817,yes,no,cellular,21,nov,12,5,no
6705,34,admin.,married,secondary,no,1551,yes,yes,cellular,8,jul,188,2,no
6706,52,management,divorced,tertiary,yes,0,no,no,cellular,24,jul,335,1,no
6707,55,housemaid,married,primary,no,43,no,yes,unknown,26,jun,464,3,no
6708,36,management,married,tertiary,no,4069,no,no,cellular,21,nov,517,1,yes
6709,36,management,married,tertiary,no,254,no,no,cellular,3,feb,303,2,yes
6710,36,admin.,married,secondary,no,606,yes,no,cellular,2,feb,102,2,no
6711,46,technician,married,secondary,no,363,yes,no,cellular,6,aug,209,3,no
6712,32,services,single,secondary,no,187,yes,no,unknown,29,may,315,1,no
6713,32,blue-collar,single,secondary,no,1291,yes,no,cellular,7,may,223,1,no
6714,53,blue-collar,single,unknown,no,160,yes,no,cellular,7,may,589,2,no
6715,30,entrepreneur,divorced,secondary,no,151,yes,no,cellular,23,jul,108,4,no
6716,34,management,married,tertiary,no,690,yes,no,cellular,1,jun,95,2,no
6717,27,blue-collar,single,primary,no,881,yes,no,unknown,4,jun,156,3,no
6718,50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,yes
6719,56,admin.,married,primary,no,202,yes,no,unknown,9,may,178,2,no
6720,37,admin.,single,secondary,no,0,yes,no,unknown,29,may,147,4,no
6721,20,student,single,secondary,no,1819,no,no,cellular,9,apr,245,3,yes
6722,35,technician,married,secondary,no,0,no,no,cellular,28,aug,19,14,no
6723,37,admin.,single,secondary,no,115,no,no,cellular,4,feb,187,1,no
6724,44,blue-collar,married,secondary,no,794,yes,no,cellular,5,feb,342,1,no
6725,30,blue-collar,married,primary,no,35,yes,no,cellular,11,jul,366,2,no
6726,30,technician,married,tertiary,no,2166,no,no,cellular,12,jan,316,2,yes
6727,59,management,married,tertiary,no,2143,yes,no,cellular,28,jan,59,1,no
6728,44,management,married,tertiary,no,677,yes,no,unknown,12,jun,130,2,no
6729,57,unknown,married,primary,no,900,no,no,cellular,8,aug,169,4,no
6730,57,housemaid,divorced,primary,no,7451,no,no,unknown,18,jun,43,4,no
6731,36,self-employed,single,tertiary,no,4634,no,no,cellular,29,jan,162,1,no
6732,32,management,single,tertiary,no,2134,no,no,cellular,10,nov,98,2,no
6733,44,management,married,tertiary,no,-199,yes,no,telephone,22,jul,261,12,no
6734,49,technician,married,secondary,no,3033,no,no,unknown,15,may,125,5,no
6735,44,blue-collar,married,secondary,no,72,yes,no,unknown,29,may,456,1,no
6736,59,management,married,tertiary,no,1726,no,yes,cellular,8,jul,137,3,no
6737,45,management,married,unknown,no,169,no,no,cellular,5,feb,58,1,no
6738,35,blue-collar,single,unknown,yes,-532,yes,no,unknown,7,may,149,1,no
6739,26,management,single,tertiary,no,1274,yes,no,cellular,9,mar,101,1,no
6740,33,management,married,tertiary,no,26721,no,no,cellular,5,feb,435,3,no
6741,44,self-employed,divorced,secondary,no,522,yes,no,cellular,8,apr,241,1,no
6742,32,admin.,single,secondary,no,-267,no,yes,cellular,7,jul,98,1,no
6743,32,blue-collar,divorced,secondary,no,86,no,yes,unknown,19,may,703,1,no
6744,60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,yes
6745,41,management,single,tertiary,no,336,yes,no,cellular,22,jul,162,3,no
6746,26,services,single,secondary,no,49,no,no,cellular,30,jan,397,1,no
6747,39,management,single,secondary,no,1877,yes,no,unknown,6,may,185,1,no
6748,33,management,single,tertiary,no,755,yes,no,cellular,28,aug,68,12,no
6749,27,technician,married,secondary,no,616,yes,no,cellular,5,feb,263,1,no
6750,26,technician,single,secondary,no,-213,no,yes,cellular,21,jul,418,5,no
6751,30,technician,single,secondary,no,298,yes,no,unknown,16,may,164,2,no
6752,40,admin.,divorced,secondary,no,274,yes,yes,cellular,25,jul,53,4,no
6753,37,management,married,tertiary,no,0,yes,no,cellular,21,nov,227,1,no
6754,41,blue-collar,single,secondary,no,1080,yes,yes,unknown,8,may,192,4,no
6755,44,blue-collar,married,primary,no,4031,yes,no,cellular,7,may,983,4,yes
6756,43,blue-collar,divorced,secondary,no,110,yes,yes,unknown,6,may,448,1,no
6757,27,blue-collar,married,primary,no,713,yes,no,unknown,30,may,152,4,no
6758,55,unemployed,single,tertiary,no,1513,yes,no,unknown,8,may,60,1,no
6759,56,services,single,secondary,no,699,yes,no,cellular,20,apr,193,1,no
6760,24,admin.,single,secondary,no,493,no,no,cellular,23,mar,47,2,no
6761,31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,yes
6762,54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,no
6763,39,technician,married,secondary,no,186,no,no,cellular,2,feb,171,1,no
6764,39,unemployed,married,tertiary,no,11787,no,no,unknown,16,jun,104,4,no
6765,28,student,single,secondary,no,101,no,no,cellular,28,jan,90,1,no
6766,37,services,married,secondary,no,1092,no,no,unknown,16,jun,266,1,no
6767,35,blue-collar,married,unknown,no,1084,yes,no,cellular,10,jul,1019,1,no
6768,36,blue-collar,married,secondary,no,462,no,no,cellular,31,jul,474,2,no
6769,32,management,married,tertiary,no,71,no,no,cellular,6,aug,80,3,no
6770,30,management,single,secondary,no,2785,no,yes,cellular,17,nov,548,1,no
6771,54,retired,divorced,secondary,yes,-200,no,yes,cellular,4,feb,71,1,no
6772,29,blue-collar,married,secondary,no,201,yes,no,unknown,28,may,180,2,no
6773,33,technician,single,secondary,no,189,yes,no,unknown,14,may,260,1,no
6774,46,management,married,secondary,no,0,no,no,telephone,25,aug,67,10,no
6775,39,management,married,tertiary,no,839,no,yes,cellular,11,oct,365,2,no
6776,32,management,married,tertiary,no,2853,yes,yes,cellular,4,feb,419,1,no
6777,58,blue-collar,married,secondary,no,535,no,no,unknown,9,jun,189,4,no
6778,44,unemployed,divorced,secondary,no,2108,yes,no,cellular,13,may,152,2,no
6779,39,admin.,married,secondary,no,217,yes,no,unknown,4,jun,341,4,no
6780,50,management,divorced,tertiary,no,356,no,no,cellular,8,may,198,2,no
6781,30,management,married,tertiary,no,732,yes,no,unknown,2,jun,231,1,no
6782,38,entrepreneur,divorced,tertiary,no,7929,no,no,cellular,8,jul,182,3,no
6783,31,technician,single,tertiary,no,2530,yes,no,cellular,16,apr,60,1,no
6784,49,entrepreneur,married,primary,no,563,no,no,unknown,19,jun,84,1,no
6785,37,admin.,married,secondary,no,0,yes,no,cellular,8,apr,208,3,no
6786,54,services,married,primary,no,392,no,no,cellular,18,aug,254,8,no
6787,45,blue-collar,married,primary,no,676,yes,no,unknown,30,may,156,4,no
6788,53,blue-collar,married,primary,no,1388,no,no,cellular,7,aug,139,4,no
6789,34,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,90,3,no
6790,49,management,divorced,tertiary,yes,0,yes,no,unknown,12,may,345,2,no
6791,52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,1,yes
6792,27,blue-collar,single,secondary,no,3675,no,no,unknown,12,may,101,2,no
6793,49,entrepreneur,divorced,secondary,no,2908,no,no,unknown,6,jun,322,1,no
6794,55,management,divorced,tertiary,no,0,no,no,cellular,18,nov,120,2,no
6795,34,blue-collar,married,secondary,no,283,no,yes,unknown,6,may,199,1,no
